,first,second
65,182.38967262471695,138.32028125553626
66,246.70659637173105,135.4987392992361
67,171.0534738574583,151.7984773392052
68,156.18483083377882,-8.758934699587407
69,160.29234608294558,37.27569480806268
70,155.9553882973185,-2.299684760463009
71,121.20461941883796,-110.27522060885974
72,63.31240210342063,-57.36504533736557
73,62.889362214033895,-84.08990349522364
74,68.74262730911482,-113.30895820658259
75,89.42001959489822,15.581276928265424
76,60.678365481701604,17.61883125564043
77,97.24641321332831,-41.89237689653186
78,68.09531128483953,-102.18983168387201
79,113.06878055110542,-14.497490111905876
80,122.26264151125253,107.33266110565953
81,112.23597141003248,-41.43308916743003
82,121.65283390042475,164.56686326751955
83,158.0147695904414,47.09208660599807
84,101.2312846290388,96.71919750297893
85,98.60865856195386,80.92921704155837
86,71.42736680342848,207.80952966582558
87,132.98659112977776,212.66868115960196
88,64.04353738700273,111.11171170807039
89,112.04692854125712,246.42840378571887
90,91.80011409460357,205.20636714937572
91,85.09667622890952,114.04533780973637
92,45.80176461746216,209.13209140518563
93,7.109228360569425,157.2528854586595
94,-32.26431940636848,175.66994125562528
95,48.49621766363052,12.366236200121897
96,47.165475076026404,101.62404149621273
97,-8.00409614800494,164.1105722671477
98,-15.432086926020464,85.68942370489799
99,-15.37025785339031,129.6403983313392
100,77.34432600723882,87.4783565292839
101,99.91730985338336,-30.264572158531294
102,92.80560953436209,146.94604636529664
103,114.51940459681641,84.38884915839544
104,149.35411275665314,125.29298444195217
105,147.65809490217447,-40.08077398548705
106,100.64771442693288,94.35739668006688
107,50.87159636286276,25.45565257135253
108,39.940733042437266,69.88561074264133
109,69.07055724834225,96.93001247057472
110,97.02303455869578,-15.568601703471597
111,5.852365937362167,-17.8531278342153
112,12.302407716504613,50.58581662483844
113,40.95618684657751,41.08117487143526
114,7.77267259277685,118.40549432926153
115,9.63337559977802,77.06121089408981
116,28.96220025926779,31.095195340895888
117,35.72142240228736,57.645470957627325
118,40.488320858694394,208.82347419017796
119,47.374717331003346,81.9179938019573
120,62.97493175719653,147.6624140651395
121,129.53275682276504,77.44817292931613
122,166.7538356643785,262.0739319453477
123,124.92044636281625,165.3398497888903
124,119.96936443602355,153.4022706120522
125,115.12708295312486,234.35876171570285
126,157.61724790724384,127.62665328521044
127,184.34089657922894,218.98298932271322
128,153.73416720394846,38.78656407581554
129,156.88428861698708,44.762760557757474
130,169.67482233099025,54.668977409338794
131,92.57745858568452,8.435621949827151
132,113.17488189983919,6.315375008935078
133,137.1055384830021,95.66534994784963
134,146.46691564631539,-6.467752865486233
135,76.70449192037678,61.59162900594683
136,166.19575222848792,-14.226937304445471
137,187.3189284209555,-37.26030453228918
138,151.25509142586566,28.447924197527612
139,173.25142297130316,121.83058559092643
140,216.81117131934263,-22.122685115123723
141,190.44779239551147,168.00574341434412
142,268.3072135008258,186.9120880373767
143,315.7695625002581,51.686516272547145
144,311.533618002324,56.1928988343956
145,330.002845926153,160.1941194408305
146,282.6145352811982,213.20260190260254
147,332.4917627448923,144.35655476773482
148,318.9139266460008,220.08517083596286
149,338.07386914589506,257.0052834904194
150,273.6132740468959,136.96447281824373
151,268.0068038592579,108.68942463462062
152,324.5113011919742,125.77398936190944
153,312.43816795029534,149.38864653590505
154,305.6219716389923,201.54062064624657
155,302.0563864502041,218.65334158035435
156,326.19618716734675,181.56051513312892
157,311.6485414716919,145.3157707614981
158,358.92514336035885,148.91050901686032
159,361.328454303162,48.57330233462722
160,418.91566244204887,133.0293883596002
161,434.4989253100336,81.91888475757352
162,453.2575075849942,104.56260888143173
163,454.6023568488356,172.0865565142674
164,533.8162203301065,68.82305549108388
165,564.4997787584914,124.7717519852998
166,527.5851094779953,9.35171094679762
167,535.7879078778421,49.4416716838723
168,581.7705300532016,155.54306604770773
169,546.1758053253336,20.981103286597964
170,566.3145449260747,127.86565038217944
171,555.6952234110261,132.73566454399145
172,581.2823333073399,131.41804670602937
173,535.9441734367888,97.6140713059801
174,535.2871013180052,100.79652529764823
175,534.8113483313119,221.741108570458
176,542.8525387134621,300.07948529745954
177,638.2761418955395,180.58448553611743
178,640.888869280981,332.8457836781008
179,679.03816874894,244.1402700604885
180,670.4274853290582,375.01508067238854
181,686.8012693182875,303.697086938731
182,779.978546837474,209.1364259539764
183,824.4359504509079,207.326253182103
184,787.2371224131298,298.20617434558557
185,826.4187303760516,369.73921744916515
186,807.7793042331522,313.6035681820747
187,889.6329967679022,179.7405078463221
188,882.4791064655885,315.9270623597871
189,820.6980118003405,346.8990917948791
190,838.5163904368246,
191,912.1411855040877,
192,871.7911798432464,
193,878.0633437119291,
194,852.9513923843723,
195,869.2034177988015,
196,881.1768600742639,
197,938.7949456608417,
198,994.7134498773155,
199,1014.6299316728234,
